"Name","val_acc","test_acc","State","ID","Notes","User","Group","Job Type","Tags","Updated","End Time","Sweep","Hostname","Description","Commit","GitHub","GPU Count","GPU Type","Created","Runtime","GradC","act_B","act_F","architecture","batchsize","bn_affine","dataset","epochs","fw_bn","grad_clip_F","lr_F","method","mmt_F","wd_F","loss_scale_ssl","loss_scale_C","seed","bias_init","bw_bn","eta_min","filter_target","grad_clip_B","lr_B","mmt_B","mode","num_chn","optimizer","task","task_transform","tmax","warmup","wd_B","yaml","best_epoch","test_loss","val_loss"
"CIFAR10_BP_none","0.881","0.8792","finished","fhv71tca","-","","","","","2024-05-03T14:45:10.000Z","2024-05-03T14:45:10.000Z","","bhattacharjee-compute-01.cs.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce RTX 3090","2024-05-03T14:12:49.000Z","1941","1","elu","elu","cnn_pool","128","0","CIFAR10","100","1","3","0.05","BP","0.9","0.00001","","0.5","1","zero","0","0.001","0","3","0.05","0.9","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","98","0.6514436119556427","0.6688112575531006"
"CIFAR10_BP_none","0.8808","0.8777","finished","g70ckipk","-","","","","","2024-05-05T08:22:24.000Z","2024-05-05T08:22:24.000Z","","lecun.cs.cornell.edu","","536ddc178b97e5ce41f1a9a533b847d4fbfdf351","https://github.com/IandRover/CCL/tree/536ddc178b97e5ce41f1a9a533b847d4fbfdf351","1","NVIDIA GeForce RTX 2080 Ti","2024-05-05T07:44:37.000Z","2267","1","elu","elu","cnn_pool","64","0","CIFAR10","100","1","1","0.05","BP","0.5","0.00001","0.5","0.5","3","zero","0","0.001","0","1","0.05","0.5","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","93","0.44942671074867246","0.4489344177991152"
"CIFAR10_BP_none","0.8806","0.8509","finished","xkl83vcd","-","","","","","2024-05-03T12:46:51.000Z","2024-05-03T12:46:51.000Z","","nikola-compute-02.cs.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce GTX TITAN X","2024-05-03T11:53:53.000Z","3178","1","elu","elu","cnn_pool","128","0","CIFAR10","100","1","1","0.03","BP","0.9","0.00001","","0.5","0","zero","0","0.001","0","1","0.03","0.9","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","21","0.47856755447387694","0.5463846497610212"
"CIFAR10_BP_none","0.8802","0.8791","finished","5ym3sk85","-","","","","","2024-05-05T03:10:03.000Z","2024-05-05T03:10:03.000Z","","lecun.cs.cornell.edu","","536ddc178b97e5ce41f1a9a533b847d4fbfdf351","https://github.com/IandRover/CCL/tree/536ddc178b97e5ce41f1a9a533b847d4fbfdf351","1","NVIDIA GeForce RTX 2080 Ti","2024-05-05T02:34:33.000Z","2130","1","elu","elu","cnn_pool","64","0","CIFAR10","100","1","0","0.03","BP","0.5","0.00001","0.5","0.5","2","zero","0","0.001","0","0","0.03","0.5","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","85","0.5067546288967133","0.5167006527662277"
"CIFAR10_BP_none","0.8802","0.8592","finished","q4oyc2n6","-","","","","","2024-05-03T14:29:50.000Z","2024-05-03T14:29:50.000Z","","nikola-compute-02.cs.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce GTX TITAN X","2024-05-03T13:38:08.000Z","3102","1","elu","elu","cnn_pool","128","0","CIFAR10","100","1","1","0.05","BP","0.9","0.00001","","0.5","0","zero","0","0.001","0","1","0.05","0.9","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","29","0.5142033849239349","0.5998814960598946"
"CIFAR10_BP_none","0.8798","0.88","finished","3l4ff0wr","-","","","","","2024-05-05T04:22:18.000Z","2024-05-05T04:22:18.000Z","","lecun.cs.cornell.edu","","536ddc178b97e5ce41f1a9a533b847d4fbfdf351","https://github.com/IandRover/CCL/tree/536ddc178b97e5ce41f1a9a533b847d4fbfdf351","1","NVIDIA GeForce RTX 2080 Ti","2024-05-05T03:46:16.000Z","2162","1","elu","elu","cnn_pool","64","0","CIFAR10","100","1","0","0.05","BP","0.5","0.00001","0.5","0.5","2","zero","0","0.001","0","0","0.05","0.5","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","76","0.5679271603167058","0.5558115842580795"
"CIFAR10_BP_none","0.8794","0.8846","finished","hk22o4kx","-","","","","","2024-05-05T09:53:46.000Z","2024-05-05T09:53:46.000Z","","campbell-compute-01.mae.cornell.edu","","536ddc178b97e5ce41f1a9a533b847d4fbfdf351","https://github.com/IandRover/CCL/tree/536ddc178b97e5ce41f1a9a533b847d4fbfdf351","1","NVIDIA GeForce RTX 3090","2024-05-05T09:21:43.000Z","1923","1","elu","elu","cnn_pool","64","0","CIFAR10","100","1","3","0.03","BP","0.9","0.00001","0.5","0.5","4","zero","0","0.001","0","3","0.03","0.9","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","93","0.6314878255367279","0.6897739464759827"
"CIFAR10_BP_none","0.8794","0.8813","finished","zwfyxtl0","-","","","","","2024-05-05T04:28:59.000Z","2024-05-05T04:28:59.000Z","","lecun.cs.cornell.edu","","536ddc178b97e5ce41f1a9a533b847d4fbfdf351","https://github.com/IandRover/CCL/tree/536ddc178b97e5ce41f1a9a533b847d4fbfdf351","1","NVIDIA GeForce RTX 2080 Ti","2024-05-05T03:51:48.000Z","2231","1","elu","elu","cnn_pool","64","0","CIFAR10","100","1","0","0.05","BP","0.5","0.00001","0.5","0.5","3","zero","0","0.001","0","0","0.05","0.5","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","74","0.5467829166412354","0.5669671736717224"
"CIFAR10_BP_none","0.8792","0.8844","finished","xgtyuftl","-","","","","","2024-05-05T12:43:19.000Z","2024-05-05T12:43:19.000Z","","lecun.cs.cornell.edu","","536ddc178b97e5ce41f1a9a533b847d4fbfdf351","https://github.com/IandRover/CCL/tree/536ddc178b97e5ce41f1a9a533b847d4fbfdf351","1","NVIDIA GeForce RTX 2080 Ti","2024-05-05T12:06:34.000Z","2205","1","elu","elu","cnn_pool","64","0","CIFAR10","100","1","3","0.05","BP","0.9","0.00001","0.5","0.5","3","zero","0","0.001","0","3","0.05","0.9","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","88","0.6107277507305146","0.6531313123226166"
"CIFAR10_BP_none","0.8792","0.8765","finished","mkh14eja","-","","","","","2024-05-03T11:09:57.000Z","2024-05-03T11:09:57.000Z","","dgx2-compute-02.coecis.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","Tesla V100-SXM3-32GB-H","2024-05-03T10:35:18.000Z","2079","1","elu","elu","cnn_pool","32","0","CIFAR10","100","1","1","0.05","BP","0.5","0.00001","","0.5","1","zero","0","0.001","0","1","0.05","0.5","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","67","0.4930848127603531","0.45968020594120024"
"CIFAR10_BP_none","0.8792","0.8459","finished","ssra4xj2","-","","","","","2024-05-05T08:47:20.000Z","2024-05-05T08:47:20.000Z","","lecun.cs.cornell.edu","","536ddc178b97e5ce41f1a9a533b847d4fbfdf351","https://github.com/IandRover/CCL/tree/536ddc178b97e5ce41f1a9a533b847d4fbfdf351","1","NVIDIA GeForce RTX 2080 Ti","2024-05-05T08:10:19.000Z","2221","1","elu","elu","cnn_pool","64","0","CIFAR10","100","1","1","0.05","BP","0.9","0.00001","0.5","0.5","2","zero","0","0.001","0","1","0.05","0.9","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","23","0.5519555297851563","0.6681265439033508"
"CIFAR10_BP_none","0.8792","0.8557","finished","r83n7vol","-","","","","","2024-05-03T13:20:41.000Z","2024-05-03T13:20:41.000Z","","rush-compute-01.tech.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA TITAN RTX","2024-05-03T12:47:25.000Z","1996","1","elu","elu","cnn_pool","64","0","CIFAR10","100","1","3","0.03","BP","0.5","0.00001","","0.5","0","zero","0","0.001","0","3","0.03","0.5","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","22","0.4602274649620056","0.4975077867972664"
"CIFAR10_BP_none","0.8792","0.8657","finished","57wy9ys9","-","","","","","2024-05-03T16:51:38.000Z","2024-05-03T16:51:38.000Z","","tripods-compute-02.cs.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce GTX 1080 Ti","2024-05-03T16:10:52.000Z","2446","1","elu","elu","cnn_pool","128","0","CIFAR10","100","0","3","0.05","BP","0.9","0.00001","","0.5","1","zero","0","0.001","0","3","0.05","0.9","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","61","0.562782237625122","0.7088982997894288"
"CIFAR10_BP_none","0.8788","0.834","finished","f0meffck","-","","","","","2024-05-03T08:32:53.000Z","2024-05-03T08:32:53.000Z","","sablab-gpu-03.ece.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce GTX 1080 Ti","2024-05-03T07:50:00.000Z","2573","1","elu","elu","cnn_pool","64","0","CIFAR10","100","0","0","0.05","BP","0.5","0.00001","","0.5","1","zero","0","0.001","0","0","0.05","0.5","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","18","0.5200951536893844","0.7446922858715057"
"CIFAR10_BP_none","0.8788","0.8562","finished","zr2tamlc","-","","","","","2024-05-03T06:35:30.000Z","2024-05-03T06:35:30.000Z","","dgx2-compute-02.coecis.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","Tesla V100-SXM3-32GB-H","2024-05-03T06:02:24.000Z","1986","1","elu","elu","cnn_pool","32","0","CIFAR10","100","1","0","0.03","BP","0.5","0.00001","","0.5","1","zero","0","0.001","0","0","0.03","0.5","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","28","0.5214498083829879","0.5746349958658218"
"CIFAR10_BP_none","0.8786","0.8556","finished","1vlhft7c","-","","","","","2024-05-03T14:37:36.000Z","2024-05-03T14:37:36.000Z","","dgx2-compute-02.coecis.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","Tesla V100-SXM3-32GB-H","2024-05-03T14:03:24.000Z","2052","1","elu","elu","cnn_pool","32","0","CIFAR10","100","1","3","0.05","BP","0.5","0.00001","","0.5","1","zero","0","0.001","0","3","0.05","0.5","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","24","0.5038599805474281","0.6005005654096603"
"CIFAR10_BP_none","0.8786","0.8797","finished","felgffr4","-","","","","","2024-05-03T08:09:19.000Z","2024-05-03T08:09:19.000Z","","bhattacharjee-compute-01.cs.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce RTX 3090","2024-05-03T07:36:36.000Z","1963","1","elu","elu","cnn_pool","128","0","CIFAR10","100","1","0","0.05","BP","0.9","0.00001","","0.5","1","zero","0","0.001","0","0","0.05","0.9","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","65","0.6424220716476441","0.6810607348442078"
"CIFAR10_BP_none","0.8786","0.8825","finished","ml1d0yz7","-","","","","","2024-05-05T11:16:24.000Z","2024-05-05T11:16:24.000Z","","lecun.cs.cornell.edu","","536ddc178b97e5ce41f1a9a533b847d4fbfdf351","https://github.com/IandRover/CCL/tree/536ddc178b97e5ce41f1a9a533b847d4fbfdf351","1","NVIDIA GeForce RTX 2080 Ti","2024-05-05T10:39:08.000Z","2236","1","elu","elu","cnn_pool","64","0","CIFAR10","100","1","3","0.03","BP","0.9","0.00001","0.5","0.5","2","zero","0","0.001","0","3","0.03","0.9","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","89","0.6362871298059821","0.6607889502465725"
"CIFAR10_BP_none","0.8786","0.8624","finished","h5jk20jx","-","","","","","2024-05-03T13:14:36.000Z","2024-05-03T13:14:36.000Z","","abdelfattah-compute-01.tech.cornell.edu","","28b12792776f85e2121e0fd258b051fe5dd58791","https://github.com/IandRover/CCL/tree/28b12792776f85e2121e0fd258b051fe5dd58791","1","NVIDIA GeForce RTX 3090","2024-05-03T12:38:44.000Z","2152","1","elu","elu","cnn_pool","64","0","CIFAR10","100","1","3","0.01","BP","0.9","0.00001","","0.5","1","zero","0","0.001","0","3","0.01","0.9","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","26","0.4778132545948029","0.5845526717059314"
"CIFAR10_BP_none","0.8784","0.8822","finished","cqar5d11","-","","","","","2024-05-05T03:14:36.000Z","2024-05-05T03:14:36.000Z","","lecun.cs.cornell.edu","","536ddc178b97e5ce41f1a9a533b847d4fbfdf351","https://github.com/IandRover/CCL/tree/536ddc178b97e5ce41f1a9a533b847d4fbfdf351","1","NVIDIA GeForce RTX 2080 Ti","2024-05-05T02:37:54.000Z","2202","1","elu","elu","cnn_pool","64","0","CIFAR10","100","1","0","0.03","BP","0.5","0.00001","0.5","0.5","3","zero","0","0.001","0","0","0.03","0.5","train","3","SGD","classification","none","100","200","0","./yaml/cnn/cifar10_bp_pool.yaml","77","0.5159502649784088","0.524751995402202"
